ID          Chr    Position
M1           1     0.00001
M2           1     0.03126
M3           1     0.06251
M4           1     0.09376
M5           1     0.12501
M6           1     0.15626
M7           1     0.18751
M8           1     0.21876
M9           1     0.25001
M10          1     0.28126
M11          1     0.31251
M12          1     0.34376
M13          1     0.37501
M14          1     0.40626
M15          1     0.43751
M16          1     0.46876
M17          1     0.50001
M18          1     0.53126
M19          1     0.56251
M20          1     0.59376
M21          1     0.62501
M22          1     0.65626
M23          1     0.71876
M24          1     0.75001
M25          1     0.78126
M26          1     0.81251
M27          1     0.84376
M28          1     0.87501
M29          1     0.90626
M30          1     0.93751
M31          1     0.96876
M32          1     1.00001
M33          1     1.03126
M34          1     1.06251
M35          1     1.09376
M36          1     1.12501
M37          1     1.15626
M38          1     1.18751
M39          1     1.21876
M40          1     1.28126
M41          1     1.31251
M42          1     1.34376
M43          1     1.37501
M44          1     1.40626
M45          1     1.43751
M46          1     1.46876
M47          1     1.50001
M48          1     1.53126
M49          1     1.56251
M50          1     1.59376
M51          1     1.65626
M52          1     1.68751
M53          1     1.71876
M54          1     1.75001
M55          1     1.81251
M56          1     1.84376
M57          1     1.87501
M58          1     1.93751
M59          1     1.96876
M60          1     2.00001
M61          1     2.03126
M62          1     2.06251
M63          1     2.09376
M64          1     2.12501
M65          1     2.15626
M66          1     2.18751
M67          1     2.25001
M68          1     2.28126
M69          1     2.31251
M70          1     2.34376
M71          1     2.40626
M72          1     2.43751
M73          1     2.53126
M74          1     2.56251
M75          1     2.59376
M76          1     2.62501
M77          1     2.65626
M78          1     2.68751
M79          1     2.71876
M80          1     2.75001
M81          1     2.81251
M82          1     2.84376
M83          1     2.87501
M84          1     2.90626
M85          1     2.93751
M86          1     2.96876
M87          1     3.00001
M88          1     3.03126
M89          1     3.06251
M90          1     3.09376
M91          1     3.12501
M92          1     3.15626
M93          1     3.18751
M94          1     3.21876
M95          1     3.25001
M96          1     3.28126
M97          1     3.31251
M98          1     3.34376
M99          1     3.40626
M100         1     3.43751
M101         1     3.46876
M102         1     3.50001
M103         1     3.53126
M104         1     3.56251
M105         1     3.59376
M106         1     3.62501
M107         1     3.65626
M108         1     3.68751
M109         1     3.71876
M110         1     3.78126
M111         1     3.81251
M112         1     3.84376
M113         1     3.87501
M114         1     3.90626
M115         1     3.93751
M116         1     3.96876
M117         1     4.00001
M118         1     4.03126
M119         1     4.06251
M120         1     4.09376
M121         1     4.12501
M122         1     4.15626
M123         1     4.18751
M124         1     4.21876
M125         1     4.25001
M126         1     4.28126
M127         1     4.31251
M128         1     4.34376
M129         1     4.37501
M130         1     4.40626
M131         1     4.43751
M132         1     4.46876
M133         1     4.50001
M134         1     4.53126
M135         1     4.56251
M136         1     4.59376
M137         1     4.62501
M138         1     4.65626
M139         1     4.68751
M140         1     4.71876
M141         1     4.75001
M142         1     4.78126
M143         1     4.81251
M144         1     4.84376
M145         1     4.90626
M146         1     4.96876
M147         1     5.00001
M148         1     5.03125
M149         1     5.06250
M150         1     5.09375
M151         1     5.12500
M152         1     5.15625
M153         1     5.18750
M154         1     5.21875
M155         1     5.25000
M156         1     5.28125
M157         1     5.31250
M158         1     5.37500
M159         1     5.43750
M160         1     5.46875
M161         1     5.50000
M162         1     5.53125
M163         1     5.56250
M164         1     5.59375
M165         1     5.62500
M166         1     5.65625
M167         1     5.68750
M168         1     5.71875
M169         1     5.78125
M170         1     5.81250
M171         1     5.84375
M172         1     5.87500
M173         1     5.90625
M174         1     5.93750
M175         1     5.96875
M176         1     6.00000
M177         1     6.03125
M178         1     6.06250
M179         1     6.09375
M180         1     6.12500
M181         1     6.15625
M182         1     6.18750
M183         1     6.21875
M184         1     6.25000
M185         1     6.28125
M186         1     6.34375
M187         1     6.37500
M188         1     6.40625
M189         1     6.43750
M190         1     6.46875
M191         1     6.50000
M192         1     6.53125
M193         1     6.56250
M194         1     6.59375
M195         1     6.62500
M196         1     6.65625
M197         1     6.68750
M198         1     6.71875
M199         1     6.75000
M200         1     6.78125
M201         1     6.81250
M202         1     6.84375
M203         1     6.87500
M204         1     6.90625
M205         1     6.93750
M206         1     6.96875
M207         1     7.00000
M208         1     7.03125
M209         1     7.06250
M210         1     7.09375
M211         1     7.12500
M212         1     7.15625
M213         1     7.18750
M214         1     7.21875
M215         1     7.25000
M216         1     7.28125
M217         1     7.31250
M218         1     7.34375
M219         1     7.37500
M220         1     7.40625
M221         1     7.43750
M222         1     7.46875
M223         1     7.50000
M224         1     7.53125
M225         1     7.56250
M226         1     7.59375
M227         1     7.62500
M228         1     7.65625
M229         1     7.68750
M230         1     7.71875
M231         1     7.75000
M232         1     7.78125
M233         1     7.81250
M234         1     7.84375
M235         1     7.87500
M236         1     7.90625
M237         1     7.93750
M238         1     8.00000
M239         1     8.03125
M240         1     8.06250
M241         1     8.09375
M242         1     8.12500
M243         1     8.15625
M244         1     8.18750
M245         1     8.21875
M246         1     8.25000
M247         1     8.28125
M248         1     8.31250
M249         1     8.34375
M250         1     8.37500
M251         1     8.40625
M252         1     8.43750
M253         1     8.46875
M254         1     8.50000
M255         1     8.53125
M256         1     8.56250
M257         1     8.59375
M258         1     8.62500
M259         1     8.65625
M260         1     8.68750
M261         1     8.71875
M262         1     8.75000
M263         1     8.78125
M264         1     8.81250
M265         1     8.84375
M266         1     8.87500
M267         1     8.90625
M268         1     8.93750
M269         1     8.96875
M270         1     9.00000
M271         1     9.03125
M272         1     9.06250
M273         1     9.09375
M274         1     9.12500
M275         1     9.15625
M276         1     9.18750
M277         1     9.21875
M278         1     9.25000
M279         1     9.28125
M280         1     9.31250
M281         1     9.37500
M282         1     9.40625
M283         1     9.43750
M284         1     9.46875
M285         1     9.50000
M286         1     9.53125
M287         1     9.56250
M288         1     9.62500
M289         1     9.65625
M290         1     9.68750
M291         1     9.71875
M292         1     9.75000
M293         1     9.81250
M294         1     9.84375
M295         1     9.87500
M296         1     9.90625
M297         1     9.93750
M298         1     9.96875
M299         1    10.00000
M300         2     0.00001
M301         2     0.03126
M302         2     0.09376
M303         2     0.12501
M304         2     0.15626
M305         2     0.18751
M306         2     0.21876
M307         2     0.25001
M308         2     0.28126
M309         2     0.31251
M310         2     0.34376
M311         2     0.37501
M312         2     0.40626
M313         2     0.43751
M314         2     0.46876
M315         2     0.50001
M316         2     0.53126
M317         2     0.56251
M318         2     0.59376
M319         2     0.62501
M320         2     0.65626
M321         2     0.68751
M322         2     0.71876
M323         2     0.75001
M324         2     0.78126
M325         2     0.81251
M326         2     0.84376
M327         2     0.87501
M328         2     0.90626
M329         2     0.93751
M330         2     0.96876
M331         2     1.00001
M332         2     1.03126
M333         2     1.06251
M334         2     1.12501
M335         2     1.15626
M336         2     1.18751
M337         2     1.21876
M338         2     1.25001
M339         2     1.28126
M340         2     1.34376
M341         2     1.37501
M342         2     1.40626
M343         2     1.43751
M344         2     1.46876
M345         2     1.50001
M346         2     1.53126
M347         2     1.56251
M348         2     1.59376
M349         2     1.62501
M350         2     1.65626
M351         2     1.68751
M352         2     1.71876
M353         2     1.75001
M354         2     1.78126
M355         2     1.84376
M356         2     1.87501
M357         2     1.90626
M358         2     1.93751
M359         2     1.96876
M360         2     2.00001
M361         2     2.03126
M362         2     2.06251
M363         2     2.09376
M364         2     2.12501
M365         2     2.15626
