ID          Chr    Position
M1           1     0.00001
M2           1     0.03126
M3           1     0.09376
M4           1     0.12501
M5           1     0.15626
M6           1     0.18751
M7           1     0.21876
M8           1     0.25001
M9           1     0.28126
M10          1     0.31251
M11          1     0.34376
M12          1     0.37501
M13          1     0.40626
M14          1     0.43751
M15          1     0.46876
M16          1     0.50001
M17          1     0.53126
M18          1     0.56251
M19          1     0.59376
M20          1     0.62501
M21          1     0.65626
M22          1     0.68751
M23          1     0.71876
M24          1     0.75001
M25          1     0.78126
M26          1     0.84376
M27          1     0.87501
M28          1     0.90626
M29          1     0.93751
M30          1     0.96876
M31          1     1.00001
M32          1     1.03126
M33          1     1.06251
M34          1     1.09376
M35          1     1.15626
M36          1     1.18751
M37          1     1.21876
M38          1     1.25001
M39          1     1.28126
M40          1     1.31251
M41          1     1.34376
M42          1     1.37501
M43          1     1.40626
M44          1     1.43751
M45          1     1.46876
M46          1     1.50001
M47          1     1.53126
M48          1     1.56251
M49          1     1.59376
M50          1     1.62501
M51          1     1.65626
M52          1     1.68751
M53          1     1.71876
M54          1     1.75001
M55          1     1.81251
M56          1     1.84376
M57          1     1.87501
M58          1     1.93751
M59          1     1.96876
M60          1     2.00001
M61          1     2.03126
M62          1     2.06251
M63          1     2.12501
M64          1     2.15626
M65          1     2.18751
M66          1     2.21876
M67          1     2.25001
M68          1     2.28126
M69          1     2.31251
M70          1     2.34376
M71          1     2.37501
M72          1     2.40626
M73          1     2.43751
M74          1     2.46876
M75          1     2.50001
M76          1     2.53126
M77          1     2.56251
M78          1     2.62501
M79          1     2.65626
M80          1     2.68751
M81          1     2.71876
M82          1     2.75001
M83          1     2.78126
M84          1     2.81251
M85          1     2.84376
M86          1     2.87501
M87          1     2.90626
M88          1     2.93751
M89          1     2.96876
M90          1     3.00001
M91          1     3.03126
M92          1     3.06251
M93          1     3.09376
M94          1     3.12501
M95          1     3.15626
M96          1     3.18751
M97          1     3.21876
M98          1     3.25001
M99          1     3.28126
M100         1     3.31251
M101         1     3.34376
M102         1     3.37501
M103         1     3.40626
M104         1     3.46876
M105         1     3.50001
M106         1     3.53126
M107         1     3.56251
M108         1     3.59376
M109         1     3.62501
M110         1     3.65626
M111         1     3.68751
M112         1     3.78126
M113         1     3.81251
M114         1     3.84376
M115         1     3.87501
M116         1     3.90626
M117         1     3.93751
M118         1     4.00001
M119         1     4.03126
M120         1     4.06251
M121         1     4.12501
M122         1     4.15626
M123         1     4.18751
M124         1     4.21876
M125         1     4.25001
M126         1     4.28126
M127         1     4.31251
M128         1     4.34376
M129         1     4.37501
M130         1     4.40626
M131         1     4.43751
M132         1     4.46876
M133         1     4.50001
M134         1     4.53126
M135         1     4.56251
M136         1     4.62501
M137         1     4.65626
M138         1     4.68751
M139         1     4.71876
M140         1     4.75001
M141         1     4.78126
M142         1     4.81251
M143         1     4.84376
M144         1     4.87501
M145         1     4.90626
M146         1     4.93751
M147         1     4.96876
M148         1     5.00001
M149         1     5.03125
M150         1     5.06250
M151         1     5.09375
M152         1     5.12500
M153         1     5.15625
M154         1     5.18750
M155         1     5.25000
M156         1     5.28125
M157         1     5.31250
M158         1     5.34375
M159         1     5.37500
M160         1     5.40625
M161         1     5.43750
M162         1     5.46875
M163         1     5.50000
M164         1     5.53125
M165         1     5.56250
M166         1     5.59375
M167         1     5.62500
M168         1     5.65625
M169         1     5.68750
M170         1     5.71875
M171         1     5.75000
M172         1     5.78125
M173         1     5.81250
M174         1     5.84375
M175         1     5.87500
M176         1     5.90625
M177         1     5.93750
M178         1     5.96875
M179         1     6.00000
M180         1     6.03125
M181         1     6.06250
M182         1     6.09375
M183         1     6.15625
M184         1     6.18750
M185         1     6.21875
M186         1     6.25000
M187         1     6.28125
M188         1     6.31250
M189         1     6.34375
M190         1     6.40625
M191         1     6.43750
M192         1     6.46875
M193         1     6.50000
M194         1     6.53125
M195         1     6.56250
M196         1     6.59375
M197         1     6.62500
M198         1     6.65625
M199         1     6.68750
M200         1     6.71875
M201         1     6.75000
M202         1     6.78125
M203         1     6.81250
M204         1     6.84375
M205         1     6.87500
M206         1     6.90625
M207         1     6.93750
M208         1     7.00000
M209         1     7.03125
M210         1     7.06250
M211         1     7.09375
M212         1     7.12500
M213         1     7.15625
M214         1     7.18750
M215         1     7.28125
M216         1     7.31250
M217         1     7.34375
M218         1     7.37500
M219         1     7.40625
M220         1     7.43750
M221         1     7.46875
M222         1     7.50000
M223         1     7.56250
M224         1     7.59375
M225         1     7.65625
M226         1     7.68750
M227         1     7.71875
M228         1     7.78125
M229         1     7.81250
M230         1     7.84375
M231         1     7.90625
M232         1     7.93750
M233         1     7.96875
M234         1     8.06250
M235         1     8.09375
M236         1     8.12500
M237         1     8.15625
M238         1     8.18750
M239         1     8.21875
M240         1     8.25000
M241         1     8.28125
M242         1     8.31250
M243         1     8.43750
M244         1     8.46875
M245         1     8.50000
M246         1     8.53125
M247         1     8.56250
M248         1     8.59375
M249         1     8.62500
M250         1     8.65625
M251         1     8.68750
M252         1     8.71875
M253         1     8.75000
M254         1     8.78125
M255         1     8.81250
M256         1     8.84375
M257         1     8.87500
M258         1     8.90625
M259         1     8.93750
M260         1     8.96875
M261         1     9.00000
M262         1     9.03125
M263         1     9.06250
M264         1     9.09375
M265         1     9.12500
M266         1     9.15625
M267         1     9.18750
M268         1     9.21875
M269         1     9.25000
M270         1     9.28125
M271         1     9.31250
M272         1     9.34375
M273         1     9.37500
M274         1     9.40625
M275         1     9.43750
M276         1     9.46875
M277         1     9.50000
M278         1     9.53125
M279         1     9.56250
M280         1     9.59375
M281         1     9.62500
M282         1     9.65625
M283         1     9.68750
M284         1     9.71875
M285         1     9.75000
M286         1     9.81250
M287         1     9.84375
M288         1     9.87500
M289         1     9.90625
M290         1     9.93750
M291         1     9.96875
M292         1    10.00000
M293         2     0.00001
M294         2     0.03126
M295         2     0.09376
M296         2     0.15626
M297         2     0.18751
M298         2     0.21876
M299         2     0.25001
M300         2     0.28126
M301         2     0.31251
M302         2     0.34376
M303         2     0.37501
M304         2     0.40626
M305         2     0.43751
M306         2     0.46876
M307         2     0.50001
M308         2     0.53126
M309         2     0.56251
M310         2     0.59376
M311         2     0.62501
M312         2     0.65626
M313         2     0.68751
M314         2     0.71876
M315         2     0.75001
M316         2     0.78126
M317         2     0.81251
M318         2     0.84376
M319         2     0.87501
M320         2     0.93751
M321         2     0.96876
M322         2     1.00001
M323         2     1.03126
M324         2     1.06251
M325         2     1.09376
M326         2     1.18751
M327         2     1.21876
M328         2     1.28126
M329         2     1.31251
M330         2     1.34376
M331         2     1.37501
M332         2     1.43751
M333         2     1.46876
M334         2     1.50001
M335         2     1.53126
M336         2     1.56251
M337         2     1.59376
M338         2     1.62501
M339         2     1.65626
M340         2     1.68751
M341         2     1.71876
M342         2     1.75001
M343         2     1.81251
M344         2     1.84376
M345         2     1.87501
M346         2     1.90626
M347         2     1.93751
M348         2     1.96876
M349         2     2.00001
M350         2     2.03126
M351         2     2.06251
M352         2     2.09376
M353         2     2.12501
M354         2     2.15626
M355         2     2.21876
M356         2     2.25001
M357         2     2.28126
M358         2     2.31251
M359         2     2.34376
M360         2     2.37501
M361         2     2.40626
M362         2     2.43751
M363         2     2.46876
M364         2     2.50001
M365         2     2.53126
